PropertyID,Region,PropertyType,SizeSqm,Bedrooms,Bathrooms,YearBuilt,PropertyAge,HasGarage,HasPool,SecurityLevel,ProximityToAmenities_km,SalePrice,MonthlyRental,PricePerSqm,GrossRentalYield,NetROI,SaleDate
PROP-00394,Midrand,Duplex,250.7,4.0,2,2006.0,18.0,0,0,1,0.9,2756000.0,14000.0,10993.22,6.1,-4.7,2022-07-16
PROP-01135,Menlyn,House,287.3,4.0,2,2017.0,7.0,1,0,2,2.0,3947000.0,17900.0,13738.25,5.44,-5.36,2022-06-10
PROP-00213,Khayelitsha,Townhouse,165.7,4.0,2,2007.0,17.0,1,0,3,1.73,792000.0,5000.0,4779.72,7.58,-3.22,2020-12-19
PROP-01570,Bloemfontein,Townhouse,139.3,3.0,2,2020.0,4.0,1,0,3,3.81,929000.0,6000.0,6669.06,7.75,-3.05,2023-08-05
PROP-01375,Midrand,Apartment,126.8,1.0,1,1981.0,43.0,0,0,2,2.23,904000.0,5500.0,7129.34,7.3,-3.5,2020-02-23
PROP-00782,Bloemfontein,House,281.7,4.0,3,2005.0,19.0,0,0,3,4.59,1866000.0,12000.0,6624.07,7.72,-3.08,2024-01-01
PROP-01770,Midrand,Apartment,149.7,1.0,1,2023.0,1.0,0,0,3,3.84,1289000.0,9100.0,8610.55,8.47,-2.33,2022-06-11
PROP-00352,Fourways,Apartment,88.6,1.0,1,2000.0,24.0,0,0,2,0.36,1036000.0,7000.0,11693.0,8.11,-2.69,2022-08-31
PROP-01428,Durban North,Duplex,150.0,3.0,2,2012.0,12.0,1,0,2,3.78,2316000.0,9300.0,15440.0,4.82,-5.98,2020-05-18
PROP-00580,Waterfront,Apartment,68.3,3.0,2,2010.0,14.0,0,0,3,2.66,3515000.0,16400.0,51464.13,5.6,-5.2,2022-01-25
PROP-00345,Durban North,Apartment,67.3,1.0,1,2015.0,9.0,0,0,2,0.1,810000.0,4800.0,12035.66,7.11,-3.69,2021-02-05
PROP-00773,Port Elizabeth,House,284.5,2.0,1,2019.0,5.0,0,1,3,3.57,2164000.0,13000.0,7606.33,7.21,-3.59,2020-08-02
PROP-00282,Sandton,Duplex,195.5,5.0,4,2007.0,17.0,1,0,2,4.46,5092000.0,25100.0,26046.04,5.92,-4.88,2021-07-26
PROP-01563,Menlyn,House,310.3,3.0,2,2018.0,6.0,0,1,2,4.96,3686000.0,17500.0,11878.83,5.7,-5.1,2021-01-21
PROP-00531,Midrand,Duplex,223.9,3.0,2,2016.0,8.0,1,1,2,0.83,2474000.0,11100.0,11049.58,5.38,-5.42,2020-08-10
PROP-01272,Midrand,House,263.7,3.0,2,1998.0,26.0,1,1,2,4.47,3380000.0,14500.0,12817.6,5.15,-5.65,2020-10-01
PROP-01613,Durban North,Townhouse,134.4,4.0,3,2022.0,2.0,0,0,2,1.62,2235000.0,9700.0,16629.46,5.21,-5.59,2021-04-15
PROP-01161,Cape Town CBD,Apartment,118.9,3.0,2,2010.0,14.0,0,0,2,2.22,2428000.0,12600.0,20420.52,6.23,-4.57,2022-01-09
PROP-00869,Midrand,House,283.1,4.0,3,1985.0,39.0,1,1,2,1.74,4247000.0,16000.0,15001.77,4.52,-6.28,2020-07-31
PROP-00212,Umhlanga,Townhouse,114.2,4.0,2,2007.0,17.0,1,0,2,4.02,2159000.0,10000.0,18905.43,5.56,-5.24,2020-04-03
PROP-00351,Pretoria East,Apartment,123.1,2.0,1,1975.0,49.0,0,0,1,4.79,571000.0,5200.0,4638.51,10.93,0.13,2022-02-01
PROP-00325,Rosebank,Duplex,256.7,2.0,1,2008.0,16.0,1,1,1,2.94,4493000.0,20700.0,17502.92,5.53,-5.27,2024-01-16
PROP-00562,Durban North,House,279.3,5.0,4,1988.0,36.0,0,0,2,2.83,3682000.0,16200.0,13182.96,5.28,-5.52,2022-04-01
PROP-01808,Khayelitsha,Apartment,142.3,3.0,2,2006.0,18.0,0,0,3,0.98,553000.0,3300.0,3886.16,7.16,-3.64,2020-12-14
PROP-00713,Pretoria East,House,216.3,3.0,2,2000.0,24.0,1,0,2,2.22,2314000.0,13600.0,10698.1,7.05,-3.75,2019-06-10
PROP-01624,Menlyn,Townhouse,173.2,2.0,1,2010.0,14.0,0,0,2,2.01,1954000.0,10600.0,11281.76,6.51,-4.29,2023-06-16
PROP-01783,Waterfront,Apartment,108.1,4.0,2,2019.0,5.0,0,0,2,1.4,5979000.0,25000.0,55309.9,5.02,-5.78,2023-10-30
PROP-00050,Umhlanga,House,358.1,4.0,3,1971.0,53.0,1,0,1,1.48,5127000.0,21900.0,14317.23,5.13,-5.67,2019-08-02
PROP-00211,Rosebank,Duplex,135.9,2.0,2,1979.0,45.0,0,0,2,1.04,2066000.0,12400.0,15202.35,7.2,-3.6,2022-05-04
PROP-01327,Rosebank,Apartment,151.3,2.0,1,2020.0,4.0,0,0,3,1.69,2629000.0,17000.0,17376.07,7.76,-3.04,2022-08-15
PROP-01360,Waterfront,Commercial,333.6,2.0,1,1997.0,27.0,1,0,3,4.84,15417000.0,67900.0,46214.03,5.29,-5.51,2022-01-17
PROP-01982,Midrand,House,285.7,4.0,2,1989.0,35.0,1,0,2,0.94,3112000.0,15200.0,10892.54,5.86,-4.94,2023-03-29
PROP-00655,Sandton,Apartment,93.4,2.0,1,2004.0,20.0,0,0,2,3.75,1860000.0,12200.0,19914.35,7.87,-2.93,2022-03-16
PROP-01119,Pretoria East,Duplex,149.3,2.0,1,2009.0,15.0,1,1,1,1.22,1541000.0,8200.0,10321.5,6.39,-4.41,2022-11-02
PROP-01955,Rosebank,Apartment,140.4,2.0,2,2013.0,11.0,0,0,3,1.35,2592000.0,8700.0,18461.54,4.03,-6.77,2023-10-13
PROP-00174,Soweto,Apartment,124.2,3.0,2,2006.0,18.0,0,0,3,3.62,623000.0,3900.0,5016.1,7.51,-3.29,2020-07-04
PROP-00290,Stellenbosch,Apartment,93.7,1.0,1,2021.0,3.0,0,0,3,2.85,1566000.0,7200.0,16712.91,5.52,-5.28,2021-10-15
PROP-00421,Stellenbosch,Townhouse,136.9,3.0,2,1986.0,38.0,1,0,3,0.45,2654000.0,9600.0,19386.41,4.34,-6.46,2023-01-12
PROP-00248,Fourways,Townhouse,140.1,2.0,1,2009.0,15.0,0,0,2,4.38,2014000.0,10700.0,14375.45,6.38,-4.42,2022-01-15
PROP-00238,Rosebank,Commercial,297.4,2.0,1,2016.0,8.0,1,0,2,1.01,7886000.0,36600.0,26516.48,5.57,-5.23,2022-06-12
PROP-01476,Menlyn,Duplex,185.2,2.0,1,2019.0,5.0,1,1,2,1.51,2842000.0,11200.0,15345.57,4.73,-6.07,2021-07-03
PROP-01357,Midrand,Townhouse,117.8,2.0,1,2013.0,11.0,0,0,3,4.83,1543000.0,7800.0,13098.47,6.07,-4.73,2023-09-28
PROP-01084,Soweto,House,194.9,5.0,4,2022.0,2.0,1,0,3,0.99,1326000.0,9000.0,6803.49,8.14,-2.66,2023-08-13
PROP-00024,Cape Town CBD,Apartment,153.8,4.0,2,2020.0,4.0,0,0,3,3.33,3352000.0,20300.0,21794.54,7.27,-3.53,2022-12-10
PROP-00977,Umhlanga,Townhouse,108.9,3.0,2,2006.0,18.0,1,0,2,0.93,2143000.0,11700.0,19678.6,6.55,-4.25,2021-04-05
PROP-00064,Durban North,Duplex,197.9,2.0,1,2020.0,4.0,1,1,2,1.48,3476000.0,11600.0,17564.43,4.0,-6.8,2023-10-16
PROP-01727,Waterfront,House,295.3,3.0,2,2023.0,1.0,1,1,1,4.65,12501000.0,64700.0,42333.22,6.21,-4.59,2022-06-30
PROP-00189,Waterfront,Duplex,207.3,2.0,1,2023.0,1.0,1,0,2,3.4,9873000.0,43200.0,47626.63,5.25,-5.55,2024-05-13
PROP-00708,Cape Town CBD,Apartment,108.3,2.0,1,2006.0,18.0,0,0,2,1.65,2066000.0,11400.0,19076.64,6.62,-4.18,2021-09-28
PROP-00983,Sandton,House,320.2,2.0,1,2009.0,15.0,1,0,2,1.88,7854000.0,31100.0,24528.42,4.75,-6.05,2021-02-25
PROP-01767,Sandton,Commercial,407.0,0.0,1,1973.0,51.0,1,0,2,4.38,6458000.0,34000.0,15867.32,6.32,-4.48,2022-05-19
PROP-00742,Stellenbosch,Apartment,109.7,2.0,1,1976.0,48.0,0,0,2,2.4,1541000.0,7800.0,14047.4,6.07,-4.73,2020-09-11
PROP-00916,Sandton,House,232.1,3.0,2,2017.0,7.0,1,0,2,2.47,6403000.0,30500.0,27587.25,5.72,-5.08,2021-11-22
PROP-01429,Sandton,Apartment,106.0,1.0,1,2014.0,10.0,0,0,2,4.0,2469000.0,15100.0,23292.45,7.34,-3.46,2023-12-17
PROP-01037,Pretoria East,Townhouse,92.5,3.0,2,2022.0,2.0,1,0,3,1.24,1135000.0,6400.0,12270.27,6.77,-4.03,2024-03-07
PROP-00197,Durban North,Apartment,110.0,2.0,2,2000.0,24.0,0,0,2,2.64,1126000.0,6500.0,10236.36,6.93,-3.87,2020-12-08
PROP-01695,Soweto,House,281.8,3.0,2,2013.0,11.0,1,0,2,2.84,1598000.0,8300.0,5670.69,6.23,-4.57,2022-09-10
PROP-00949,Port Elizabeth,Apartment,129.5,0.0,1,2016.0,8.0,0,0,3,2.27,994000.0,5200.0,7675.68,6.28,-4.52,2021-02-20
PROP-01932,Stellenbosch,House,302.9,5.0,3,1988.0,36.0,0,0,2,2.1,5763000.0,25300.0,19026.08,5.27,-5.53,2024-01-04
PROP-00271,Sandton,Apartment,128.4,2.0,1,2008.0,16.0,0,0,2,2.35,2256000.0,14800.0,17570.09,7.87,-2.93,2019-12-24
PROP-00756,Pretoria East,Townhouse,155.0,3.0,2,2021.0,3.0,0,0,1,3.27,1430000.0,8300.0,9225.81,6.97,-3.83,2023-09-28
PROP-00101,Umhlanga,House,351.3,3.0,2,1982.0,42.0,1,0,1,0.72,5709000.0,22500.0,16251.07,4.73,-6.07,2019-10-01
PROP-01670,Durban North,Commercial,185.1,1.0,1,1984.0,40.0,0,0,2,3.19,2522000.0,12900.0,13625.07,6.14,-4.66,2020-09-09
PROP-00535,Pretoria East,House,260.1,3.0,2,2013.0,11.0,1,0,3,0.5,3276000.0,16100.0,12595.16,5.9,-4.9,2023-11-24
PROP-01959,Stellenbosch,House,273.8,2.0,1,2002.0,22.0,1,0,1,0.96,3911000.0,17700.0,14284.15,5.43,-5.37,2022-02-10
PROP-00221,Khayelitsha,House,347.2,5.0,3,2017.0,7.0,0,0,2,0.5,1299000.0,8000.0,3741.36,7.39,-3.41,2023-06-10
PROP-00367,Cape Town CBD,House,140.7,4.0,3,2011.0,13.0,1,0,1,0.76,3921000.0,21100.0,27867.8,6.46,-4.34,2021-07-12
PROP-01824,Cape Town CBD,House,266.8,4.0,2,1994.0,30.0,1,0,1,0.7,5210000.0,26500.0,19527.74,6.1,-4.7,2021-07-20
PROP-01475,Pretoria East,Apartment,108.3,0.0,1,2015.0,9.0,0,0,3,1.92,1057000.0,5800.0,9759.93,6.58,-4.22,2023-07-28
PROP-01816,Durban North,Apartment,74.4,3.0,2,1997.0,27.0,0,0,1,3.42,783000.0,5400.0,10524.19,8.28,-2.52,2023-05-10
PROP-01035,Port Elizabeth,Apartment,113.7,1.0,1,2004.0,20.0,0,0,2,4.41,536000.0,4300.0,4714.16,9.63,-1.17,2020-04-03
PROP-00369,Midrand,House,273.5,3.0,2,1974.0,50.0,1,0,3,2.28,2845000.0,13600.0,10402.19,5.74,-5.06,2022-09-27
PROP-00615,Rosebank,Apartment,144.1,0.0,1,2019.0,5.0,0,0,3,0.82,2446000.0,13400.0,16974.32,6.57,-4.23,2022-11-04
PROP-01966,Fourways,Commercial,192.0,3.0,2,2017.0,7.0,1,0,2,0.44,3204000.0,18500.0,16687.5,6.93,-3.87,2022-02-03
PROP-01377,Durban North,House,303.6,3.0,2,1999.0,25.0,1,0,2,2.57,3684000.0,16900.0,12134.39,5.5,-5.3,2020-06-01
PROP-01330,Pretoria East,Apartment,147.8,1.0,1,2015.0,9.0,0,0,2,1.73,1200000.0,6900.0,8119.08,6.9,-3.9,2023-02-07
PROP-00307,Bloemfontein,Apartment,79.6,4.0,2,1994.0,30.0,0,0,2,2.17,610000.0,3200.0,7663.32,6.3,-4.5,2022-03-25
PROP-00486,Port Elizabeth,Duplex,190.9,2.0,1,2006.0,18.0,1,1,2,0.27,1236000.0,9300.0,6474.59,9.03,-1.77,2022-08-28
PROP-01403,Cape Town CBD,Duplex,232.1,4.0,3,1996.0,28.0,0,1,2,0.68,5673000.0,26300.0,24442.05,5.56,-5.24,2019-12-11
PROP-01999,Rosebank,Townhouse,208.7,3.0,2,2021.0,3.0,1,0,1,3.88,3339000.0,18600.0,15999.04,6.68,-4.12,2022-08-19
PROP-00116,Stellenbosch,Apartment,58.4,2.0,1,1981.0,43.0,0,0,1,0.97,812000.0,5200.0,13904.11,7.68,-3.12,2019-10-29
PROP-01700,Waterfront,Apartment,103.3,2.0,1,2002.0,22.0,0,0,2,3.32,3568000.0,22300.0,34540.17,7.5,-3.3,2023-06-06
PROP-00923,Soweto,House,260.0,4.0,3,2008.0,16.0,1,0,2,3.54,1506000.0,8800.0,5792.31,7.01,-3.79,2019-07-15
PROP-00417,Fourways,Duplex,133.3,4.0,3,2000.0,24.0,1,1,2,2.96,1748000.0,11500.0,13113.28,7.89,-2.91,2019-07-18
PROP-01315,Umhlanga,House,391.0,4.0,3,1976.0,48.0,1,0,1,4.47,4735000.0,26800.0,12109.97,6.79,-4.01,2024-02-14
PROP-00508,Waterfront,Apartment,103.9,2.0,1,2018.0,6.0,0,0,1,1.98,3176000.0,21800.0,30567.85,8.24,-2.56,2023-03-20
PROP-01069,Rosebank,Townhouse,185.0,5.0,4,1998.0,26.0,1,0,2,4.9,3314000.0,15850.0,17913.51,8.26,-2.54,2021-04-11
PROP-01007,Cape Town CBD,Townhouse,173.7,4.0,2,1967.0,57.0,1,0,3,2.95,3498000.0,17400.0,20138.17,5.97,-4.83,2021-06-19
PROP-01323,Umhlanga,Townhouse,136.1,4.0,2,1987.0,37.0,0,0,2,3.73,2291000.0,13500.0,16833.21,7.07,-3.73,2022-09-01
PROP-00079,Waterfront,Duplex,137.9,2.0,1,1983.0,41.0,1,0,1,1.11,5493000.0,21200.0,39833.21,4.63,-6.17,2021-12-21
PROP-01502,Cape Town CBD,Apartment,141.5,3.0,2,1971.0,53.0,0,0,2,0.79,2466000.0,13400.0,17427.56,6.52,-4.28,2022-10-30
PROP-00033,Bloemfontein,Apartment,143.4,3.0,2,1995.0,29.0,0,0,2,4.27,701000.0,4400.0,4888.42,7.53,-3.27,2023-01-11
PROP-01851,Rosebank,Apartment,88.6,2.0,1,2022.0,2.0,0,0,3,4.83,1764000.0,10400.0,19909.71,7.07,-3.73,2022-12-19
PROP-00939,Umhlanga,House,273.4,4.0,2,2011.0,13.0,1,0,1,2.57,4890000.0,20700.0,17885.88,5.08,-5.72,2021-08-26
PROP-00384,Khayelitsha,Duplex,193.6,4.0,3,1995.0,29.0,0,0,3,0.28,838000.0,4400.0,4328.51,6.3,-4.5,2022-06-23
PROP-00765,Port Elizabeth,House,264.4,6.0,4,2005.0,19.0,1,0,1,2.25,2770000.0,11200.0,10476.55,4.85,-5.95,2022-02-07
PROP-00164,Durban North,House,204.5,4.0,3,1972.0,52.0,1,0,2,3.12,2448000.0,13700.0,11970.66,6.72,-4.08,2023-09-27
PROP-00204,Midrand,Duplex,126.5,4.0,3,2011.0,13.0,1,1,3,3.05,1832000.0,9300.0,14482.21,6.09,-4.71,2019-11-28
PROP-01905,Bloemfontein,Commercial,482.2,2.0,2,1970.0,54.0,1,0,2,4.61,3047000.0,12100.0,6318.95,4.77,-6.03,2019-10-12
PROP-01733,Waterfront,House,259.2,3.0,2,1987.0,37.0,1,1,3,4.54,11009000.0,51300.0,42472.99,5.59,-5.21,2019-12-14
PROP-00944,Menlyn,Apartment,129.5,4.0,2,2021.0,3.0,0,0,2,1.04,1781000.0,9000.0,13752.9,6.06,-4.74,2024-03-25
PROP-01425,Pretoria East,Apartment,120.4,2.0,1,1999.0,25.0,0,0,2,3.9,824000.0,5900.0,6843.85,8.59,-2.21,2021-12-19
PROP-01940,Stellenbosch,House,222.4,3.0,2,1996.0,28.0,0,1,2,1.98,4457000.0,16000.0,20040.47,4.31,-6.49,2023-01-02
PROP-01986,Soweto,House,264.6,4.0,3,2005.0,19.0,0,0,2,2.13,1401000.0,8300.0,5294.78,7.11,-3.69,2021-05-31
PROP-01432,Stellenbosch,Townhouse,171.6,4.0,2,1979.0,45.0,1,0,3,0.14,2683000.0,14200.0,15635.2,6.35,-4.45,2022-07-03
PROP-01519,Sandton,House,267.5,2.0,1,2023.0,1.0,1,0,2,2.18,7172000.0,32100.0,26811.21,5.37,-5.43,2022-08-08
PROP-00803,Soweto,Townhouse,196.8,2.0,2,2006.0,18.0,1,0,2,2.72,1081000.0,5300.0,5492.89,5.88,-4.92,2021-08-07
PROP-01386,Umhlanga,Commercial,277.0,2.0,1,2006.0,18.0,0,0,2,1.79,5652000.0,28200.0,20404.33,5.99,-4.81,2019-08-02
PROP-00219,Menlyn,House,276.0,6.0,4,2010.0,14.0,1,0,3,4.61,4004000.0,20300.0,14507.25,6.08,-4.72,2021-04-23
PROP-01951,Soweto,House,330.7,6.0,3,1993.0,31.0,1,0,1,2.45,1496000.0,11600.0,4523.74,9.3,-1.5,2022-04-20
PROP-01844,Menlyn,Commercial,381.4,2.0,1,1999.0,25.0,1,0,3,2.93,5204000.0,26100.0,13644.47,6.02,-4.78,2024-01-15
PROP-01498,Pretoria East,Townhouse,108.9,3.0,2,1968.0,56.0,0,0,1,0.75,846000.0,5800.0,7768.6,8.23,-2.57,2021-04-14
PROP-00354,Stellenbosch,House,303.9,3.0,2,1995.0,29.0,1,0,2,3.29,4448000.0,23500.0,14636.39,6.34,-4.46,2022-12-02
PROP-01382,Durban North,House,304.3,5.0,4,1986.0,38.0,1,0,2,3.95,3329000.0,15700.0,10939.86,5.66,-5.14,2023-12-02
PROP-00060,Cape Town CBD,House,339.8,5.0,3,2008.0,16.0,0,1,3,4.54,8009000.0,36000.0,23569.75,5.39,-5.41,2023-07-19
PROP-01085,Menlyn,Townhouse,177.2,2.0,1,2022.0,2.0,1,0,2,2.16,1525000.0,10900.0,8606.09,8.58,-2.22,2023-09-04
PROP-00298,Soweto,House,302.2,6.0,3,1982.0,42.0,1,0,3,4.56,1855000.0,9500.0,6138.32,6.15,-4.65,2019-09-18
PROP-00074,Sandton,Townhouse,144.4,3.0,2,2010.0,14.0,0,0,1,2.24,3218000.0,19700.0,22285.32,7.35,-3.45,2022-07-30
PROP-00163,Bloemfontein,Apartment,86.1,2.0,1,2019.0,5.0,0,0,2,3.88,602000.0,3800.0,6991.87,7.57,-3.23,2024-02-17
PROP-00966,Umhlanga,Townhouse,142.1,3.0,2,2022.0,2.0,1,0,2,0.21,3047000.0,13600.0,21442.65,5.36,-5.44,2022-05-13
PROP-01436,Midrand,Townhouse,189.5,3.0,2,2014.0,10.0,1,0,2,2.21,1881000.0,10400.0,9926.12,6.63,-4.17,2020-07-18
PROP-00555,Umhlanga,Apartment,97.8,1.0,1,2001.0,23.0,0,0,3,3.44,1263000.0,8000.0,12914.11,7.6,-3.2,2023-08-20
PROP-01054,Khayelitsha,House,338.7,4.0,3,1987.0,37.0,1,0,2,3.87,969000.0,7500.0,2860.94,9.29,-1.51,2024-05-19
PROP-00967,Rosebank,House,191.8,4.0,3,2016.0,8.0,0,1,2,2.89,3916000.0,25900.0,20417.1,7.94,-2.86,2019-06-06
PROP-00322,Port Elizabeth,Apartment,119.8,2.0,2,2018.0,6.0,0,0,3,1.51,916000.0,5400.0,7646.08,7.07,-3.73,2020-12-20
PROP-00046,Durban North,Duplex,203.1,4.0,2,1974.0,50.0,0,0,3,3.17,2545000.0,11300.0,12530.77,5.33,-5.47,2020-01-10
PROP-01402,Waterfront,Apartment,108.0,2.0,1,2001.0,23.0,0,0,1,2.96,3873000.0,25200.0,35861.11,7.81,-2.99,2020-04-14
PROP-01804,Stellenbosch,Apartment,109.0,4.0,2,1992.0,32.0,0,0,2,2.84,1856000.0,8700.0,17027.52,5.62,-5.17,2022-04-17
PROP-00434,Sandton,Townhouse,178.2,4.0,3,1977.0,47.0,1,0,2,2.85,4461000.0,21400.0,25033.67,5.76,-5.04,2022-01-30
PROP-01738,Waterfront,House,315.6,6.0,4,1988.0,36.0,1,0,3,2.12,13320000.0,64800.0,42205.32,5.84,-4.96,2021-08-23
PROP-00077,Sandton,Apartment,79.3,4.0,2,1983.0,41.0,0,0,1,0.78,1580000.0,10800.0,19924.34,8.2,-2.6,2021-01-27
PROP-01937,Fourways,Apartment,146.3,2.0,1,1982.0,42.0,0,0,3,0.94,1496000.0,9600.0,10225.56,7.7,-3.1,2023-08-08
PROP-01744,Fourways,Apartment,74.1,2.0,1,1974.0,50.0,0,0,2,1.02,1011000.0,5100.0,13643.72,6.05,-4.75,2020-07-06
PROP-00863,Waterfront,Apartment,72.0,2.0,1,2005.0,19.0,0,0,2,0.52,3379000.0,18600.0,46930.56,6.61,-4.19,2021-05-31
PROP-00481,Waterfront,House,367.2,3.0,2,1993.0,31.0,0,0,2,0.1,14457000.0,66800.0,39370.92,5.54,-5.26,2022-09-27
PROP-00612,Durban North,Apartment,131.8,3.0,2,1991.0,33.0,0,0,3,1.42,1575000.0,7100.0,11949.92,5.41,-5.39,2022-04-10
PROP-01995,Waterfront,Apartment,116.7,2.0,2,2019.0,5.0,0,0,1,0.44,5593000.0,20400.0,47926.31,4.38,-6.42,2023-06-25
PROP-00830,Durban North,Apartment,84.0,1.0,1,2017.0,7.0,0,0,3,0.52,908000.0,5700.0,10809.52,7.53,-3.27,2020-09-20
PROP-00031,Midrand,House,283.8,4.0,3,1989.0,35.0,1,1,3,1.48,3461000.0,15500.0,12195.21,5.37,-5.43,2020-03-08
PROP-01467,Waterfront,House,326.0,4.0,2,2016.0,8.0,1,0,3,4.32,15010000.0,55900.0,46042.94,4.47,-6.33,2021-12-15
PROP-01527,Sandton,Duplex,199.3,3.0,2,2019.0,5.0,1,1,2,3.73,4388000.0,30400.0,22017.06,8.31,-2.49,2022-01-16
PROP-01002,Umhlanga,Apartment,105.7,3.0,2,2001.0,23.0,0,0,3,0.4,1783000.0,9700.0,16868.5,6.53,-4.27,2023-10-15
PROP-01703,Khayelitsha,House,289.6,2.0,1,1998.0,26.0,0,1,2,4.02,980000.0,7600.0,3383.98,9.31,-1.49,2019-07-13
PROP-00814,Rosebank,Duplex,149.5,5.0,3,1995.0,29.0,1,0,2,3.81,2862000.0,17600.0,19143.81,7.38,-3.42,2024-01-16
PROP-01248,Umhlanga,Apartment,114.9,1.0,1,2020.0,4.0,0,0,1,1.4,2102000.0,7800.0,18294.17,4.45,-6.35,2020-06-12
PROP-01201,Menlyn,House,326.4,5.0,4,1981.0,43.0,1,0,1,3.71,3295000.0,17300.0,10094.98,6.3,-4.5,2024-03-05
PROP-01565,Umhlanga,Commercial,569.6,2.0,1,2023.0,1.0,1,0,3,3.66,9125000.0,43300.0,16020.01,5.69,-5.11,2020-01-11
PROP-01582,Khayelitsha,Duplex,207.8,3.0,2,2022.0,2.0,1,0,2,4.58,738000.0,4700.0,3551.49,7.64,-3.16,2023-03-11
PROP-01030,Rosebank,Apartment,110.0,1.0,1,2010.0,14.0,0,0,1,3.73,1923000.0,9200.0,17481.82,5.74,-5.06,2024-03-27
PROP-01588,Port Elizabeth,Townhouse,150.2,2.0,1,2020.0,4.0,1,0,2,4.9,1151000.0,6800.0,7663.12,7.09,-3.71,2021-01-21
PROP-00045,Fourways,House,193.0,3.0,2,2005.0,19.0,0,0,3,0.95,2258000.0,13200.0,11699.48,7.02,-3.78,2022-12-06
PROP-00383,Soweto,Apartment,141.3,3.0,2,1998.0,26.0,0,0,2,3.88,559000.0,4100.0,3956.12,8.8,-2.0,2022-06-26
PROP-00169,Midrand,House,143.1,4.0,3,1997.0,27.0,1,1,2,0.53,2031000.0,10100.0,14192.87,5.97,-4.83,2019-06-28
PROP-00304,Waterfront,House,304.4,5.0,3,1994.0,30.0,1,0,2,2.63,12883000.0,57500.0,42322.6,5.36,-5.44,2021-03-12
PROP-01927,Pretoria East,Apartment,109.9,2.0,1,2018.0,6.0,0,0,2,2.48,1420000.0,8000.0,12920.84,6.76,-4.04,2022-02-15
PROP-00904,Soweto,House,330.9,6.0,4,2002.0,22.0,0,1,1,1.65,1715000.0,10300.0,5182.83,7.21,-3.59,2021-08-13
PROP-01945,Port Elizabeth,Duplex,246.9,3.0,2,2023.0,1.0,1,0,3,0.89,2265000.0,12500.0,9173.75,6.62,-4.18,2021-04-10
PROP-01579,Stellenbosch,House,296.2,4.0,2,1978.0,46.0,1,0,3,2.0,5365000.0,19500.0,18112.76,4.36,-6.44,2023-04-08
PROP-00671,Durban North,House,302.9,6.0,4,2005.0,19.0,1,1,2,1.74,3925000.0,20600.0,12958.07,6.3,-4.5,2022-01-30
PROP-01287,Bloemfontein,Duplex,133.4,4.0,2,2006.0,18.0,1,1,3,2.59,1215000.0,6900.0,9107.95,6.81,-3.99,2022-01-29
PROP-01583,Midrand,Commercial,327.5,2.0,1,2020.0,4.0,1,0,2,1.36,4000000.0,20400.0,12213.74,6.12,-4.68,2023-06-02
PROP-01663,Pretoria East,Apartment,92.6,2.0,2,2013.0,11.0,0,0,1,1.99,960000.0,5600.0,10367.17,7.0,-3.8,2024-04-19
PROP-00809,Umhlanga,Commercial,357.1,2.0,1,1989.0,35.0,0,0,2,0.36,5247000.0,28500.0,14693.36,6.52,-4.28,2022-03-17
PROP-00463,Cape Town CBD,Duplex,196.8,4.0,3,1994.0,30.0,1,0,3,2.96,3459000.0,24600.0,17576.22,8.53,-2.27,2020-07-15
PROP-01286,Pretoria East,House,277.5,3.0,2,2014.0,10.0,0,1,2,0.88,3709000.0,12500.0,13365.77,4.04,-6.76,2019-10-04
PROP-01980,Menlyn,Duplex,217.4,2.0,1,2012.0,12.0,0,0,1,0.35,2049000.0,13800.0,9425.02,8.08,-2.72,2023-12-26
PROP-00942,Cape Town CBD,House,259.4,3.0,2,2010.0,14.0,1,0,3,0.31,6691000.0,29100.0,25794.14,5.22,-5.58,2023-01-06
PROP-00186,Port Elizabeth,Apartment,63.9,2.0,1,1983.0,41.0,0,0,2,4.68,451000.0,2500.0,7057.9,6.65,-4.15,2022-02-09
PROP-01520,Khayelitsha,House,233.8,5.0,3,1979.0,45.0,1,0,2,1.75,961000.0,5400.0,4110.35,6.74,-4.06,2021-01-26
PROP-00608,Sandton,House,232.2,3.0,2,2020.0,4.0,0,1,1,1.18,7883000.0,31400.0,33949.18,4.78,-6.02,2020-12-11
PROP-01379,Rosebank,Duplex,232.7,3.0,2,2020.0,4.0,1,0,1,0.74,5727000.0,24500.0,24611.09,5.13,-5.67,2021-02-03
PROP-00301,Waterfront,Apartment,113.3,0.0,1,1981.0,43.0,0,0,1,2.49,3442000.0,18700.0,30379.52,6.52,-4.28,2022-12-25
PROP-00941,Durban North,Townhouse,102.5,3.0,2,2012.0,12.0,1,0,3,1.62,1602000.0,8200.0,15629.27,6.14,-4.66,2024-02-08
PROP-00716,Khayelitsha,Duplex,147.5,3.0,2,2009.0,15.0,0,0,1,2.96,523000.0,4300.0,3545.76,9.87,-0.93,2020-06-06
PROP-00586,Umhlanga,Duplex,267.0,4.0,3,2013.0,11.0,1,0,3,0.8,5323000.0,18000.0,19936.33,4.06,-6.74,2023-07-29
PROP-01615,Sandton,Commercial,121.3,3.0,2,2020.0,4.0,1,0,2,1.82,4908000.0,20800.0,40461.67,5.09,-5.71,2020-07-28
